availablefrom,availableuntil,buildingnumber,categories/0,description,geolocation/0/latitude,geolocation/0/longitude,geolocationentrances/0/latitude,geolocationentrances/0/longitude,id,image/fullurl,image/thumbnail,maxzoomlevel,minzoomlevel,name,openinghours/hasopeninghours,openinghours/opennow,openinghours/unknown,openinghours/weekdays/0/day,openinghours/weekdays/0/fulltext,openinghours/weekdays/0/timestext,openinghours/weekdays/1/day,openinghours/weekdays/1/fulltext,openinghours/weekdays/1/timestext,openinghours/weekdays/2/day,openinghours/weekdays/2/fulltext,openinghours/weekdays/2/timestext,openinghours/weekdays/3/day,openinghours/weekdays/3/fulltext,openinghours/weekdays/3/timestext,openinghours/weekdays/4/day,openinghours/weekdays/4/fulltext,openinghours/weekdays/4/timestext,openinghours/weekdays/5/day,openinghours/weekdays/5/fulltext,openinghours/weekdays/5/timestext,openinghours/weekdays/6/day,openinghours/weekdays/6/fulltext,openinghours/weekdays/6/timestext,openinghours/weekdaytext/0,parent,shortdescription,zoomlimit,openinghours/periods/0/close/day,openinghours/periods/0/close/time,openinghours/periods/0/open/day,openinghours/periods/0/open/time,openinghours/periods/1/close/day,openinghours/periods/1/close/time,openinghours/periods/1/open/day,openinghours/periods/1/open/time,openinghours/periods/2/close/day,openinghours/periods/2/close/time,openinghours/periods/2/open/day,openinghours/periods/2/open/time,openinghours/periods/3/close/day,openinghours/periods/3/close/time,openinghours/periods/3/open/day,openinghours/periods/3/open/time,openinghours/periods/4/close/day,openinghours/periods/4/close/time,openinghours/periods/4/open/day,openinghours/periods/4/open/time,openinghours/weekdaytext/1,openinghours/weekdaytext/2,openinghours/weekdaytext/3,openinghours/weekdaytext/4,openinghours/weekdaytext/5,openinghours/weekdaytext/6,categories/1,openinghours/periods/5/close/day,openinghours/periods/5/close/time,openinghours/periods/5/open/day,openinghours/periods/5/open/time,openinghours/periods/6/close/day,openinghours/periods/6/close/time,openinghours/periods/6/open/day,openinghours/periods/6/open/time,categories/2,area/0/latitude,area/0/longitude,area/1/latitude,area/1/longitude,area/2/latitude,area/2/longitude,area/3/latitude,area/3/longitude,area/4/latitude,area/4/longitude,area/5/latitude,area/5/longitude,area/6/latitude,area/6/longitude,area/7/latitude,area/7/longitude,area/8/latitude,area/8/longitude,area/9/latitude,area/9/longitude,area/10/latitude,area/10/longitude,image,keywords/0,keywords/1,keywords/2,keywords/3,openinghours/periods/7/close/day,openinghours/periods/7/close/time,openinghours/periods/7/open/day,openinghours/periods/7/open/time,openinghours/periods/8/close/day,openinghours/periods/8/close/time,openinghours/periods/8/open/day,openinghours/periods/8/open/time,openinghours/periods/9/close/day,openinghours/periods/9/close/time,openinghours/periods/9/open/day,openinghours/periods/9/open/time
2016-06-05T19:32:35.569Z,,21,poicategory:9633E0C77CE5E08A89D02D1349309115,"The Bio-Nano Laboratory,
located in the 'Zuidhorst' building, is intended for research on cell analysis,
protein structures and membranes. The equipment with microscopic and
spectroscopic technology is located in an air-conditioned room. In addition,
there is a so-called ML-II laboratory with a cell analysis system. More
information? Visit the website of the (Bio)Nano lab or contact Gerard Roelofs,
head of the (Bio)Nano lab, via g.p.m.roelofs@utwente.nl / +31 53 489 6773.",52.237463,6.860203,52.237618,6.860649,poiobject:A0E008D63B90042D1D8E5B17F324885B,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i11/e1ff570103f057a20009b13a041e3c0b00340c23020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/iea/9950e40103f057a20009b13a041e3c0b00340c23020701c1da00da0080.jpg,15,0,BioNanolab,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:3C4A25C0310E988682272B6AA3EF29DF,"The Bio-Nano Laboratory, located in the 'Zuidhorst' building, is intended for research on cell analysis, protein structures andâ€¦",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-29T08:34:21.519Z,,41,poicategory:825CC92E50826F5150A85838C692D057,"The Faculty of Behavioural,
Management and Social sciences (BMS) strives to play a pivotal role in
understanding, co-engineering and evaluating innovation in society. Innovation
is driven by advances in technology. These technological advances are embedded
in society through â€˜social engineeringâ€™ within public and private management
and business structures, befitting human needs and behavior. In order to do so,
the BMS Faculty boasts academic disciplinary knowledge in psychology, business
administration, public administration, communication sciences, philosophy,
education sciences and health sciences, all with a focus on tackling societal
challenges. Research is strongly connected to institutes of the University of
Twente in the field of governance (IGS), ICT (CTIT), health (MIRA) and
nanotechnology (MESA+).",52.240938,6.856907,52.24068,6.856562,poiobject:8F2A6047B1E79D939448D1D9FE23D016,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i78/b4cf9901037bff6c0086dbf403723b0b0038c890030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ic1/e9a17801037bff6c0086dbf403723b0b0038c890030701c1da00da0080.jpg,15,0,Faculty BMS - Cubicus,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:C94972C61220DBA03B9B6F2D3CA1AF3A,"The Faculty of Behavioural, Management and Social sciences (BMS) strives to play a pivotal role in understanding, co-engineeringâ€¦",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T11:59:17.260Z,,41,poicategory:C94D48BE0A576734D84194A7FBD2CBCB,"'Cubicus' is an education and
research building in which the Behavioural, Management and Social sciences
faculty is accommodated. In this characteristic building, situated in a water
garden, the communication science, educational science and psychology
programmes are housed. This multi-faceted building also accommodates several
student associations, project spaces and meeting and lecture halls.",52.240938,6.856907,52.24068,6.856562,poiobject:C94972C61220DBA03B9B6F2D3CA1AF3A,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i78/b4cf9901037bff6c0086dbf403723b0b0038c890030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ic1/e9a17801037bff6c0086dbf403723b0b0038c890030701c1da00da0080.jpg,12,0,Cubicus,true,true,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 08:00 - 18:00,08:00 - 18:00,Tuesday,Tuesday: 08:00 - 18:00,08:00 - 18:00,Wednesday,Wednesday: 08:00 - 18:00,08:00 - 18:00,Thursday,Thursday: 08:00 - 18:00,08:00 - 18:00,Friday,Friday: 08:00 - 18:00,08:00 - 18:00,Saturday,Saturday: Closed,Closed,Sunday: Closed,,"'Cubicus' is an education and research building in which the Behavioural, Management and Social sciences faculty isâ€¦",21,1,1800,1,0800,2,1800,2,0800,3,1800,3,0800,4,1800,4,0800,5,1800,5,0800,Monday: 08:00 - 18:00,Tuesday: 08:00 - 18:00,Wednesday: 08:00 - 18:00,Thursday: 08:00 - 18:00,Friday: 08:00 - 18:00,Saturday: Closed,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-05T16:22:09.415Z,,11,poicategory:825CC92E50826F5150A85838C692D057,Kamernummer: E 203E-mail: board@abacus.utwente.nlTelefoon:Â 053-4893435,52.239236,6.856456,52.239152,6.856497,poiobject:F5145047C878B56F87BBB1008911F9E9,http://campusapp.webhare-test.utsp.utwente.nl/.uc/if4/49e0b00103fa056d00f2c8f403723b0b00f088fc030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/if3/cc724d0103fa056d00f2c8f403723b0b00f088fc030701c1da00da0080.jpg,15,0,Abacus,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:88DA3C57E75C13E77A26AEC2C3CCB21E,Kamernummer: E 203E-mail: board@abacus.utwente.nlTelefoon:Â 053-4893435,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-28T11:03:06.291Z,,99,poicategory:7083211C9D71ACF6BBCC159902A687B0,"At Calslaan Oud students live in four-storey flats. On each floor lives 
one group consisting of eleven students. Each group has a balcony, two 
showers, two wash basins and two toilets. The rooms are between 11 and 
16 m2 in size. On the upper floor of the flat there is an apartment.",52.241247,6.845467,52.238365,6.849943,poiobject:F02D614D2F9B736A2B1C6D2D2159E426,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i68/a30e9c0103bf60a200bc2c5402b13b0b0041fbcb010701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i75/a50f8c0103bf60a200bc2c5402b13b0b0041fbcb010701c1da00da0080.jpg,15,0,Calslaan 1,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:8C8E3CEB4A4575FD936B50CE277A2077,At Calslaan Oud students live in four-storey flats. On each floor lives one group consisting of eleven students. Each group hasâ€¦,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06T13:43:43.729Z,,2,poicategory:825CC92E50826F5150A85838C692D057,"The Study Information Centre (SIC)
is located in building 'Spiegel' at the ground floor in room 112. If you have any questions
about the bachelor and masterprogrammes of the University of Twente in general,
please contact the Study Information Centre via telephone: +31 (0)53 4895489. Â ",52.239785,6.850002,52.23979,6.850018,poiobject:F36C389ADCE69BB8DF8625DAA5B445BD,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i63/0280cd0103735ba200081ef902213c0b00d3300f020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i29/9132f50103735ba200081ef902213c0b00d3300f020701c1da00da0080.jpg,12,0,Study Information Centre,true,true,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 09:00 - 17:00,09:00 - 17:00,Tuesday,Tuesday: 09:00 - 17:00,09:00 - 17:00,Wednesday,Wednesday: 09:00 - 17:00,09:00 - 17:00,Thursday,Thursday: 09:00 - 17:00,09:00 - 17:00,Friday,Friday: 09:00 - 17:00,09:00 - 17:00,Saturday,Saturday: Closed,Closed,Sunday: Closed,poiobject:73DC5B08511169701208EA2318DD7391,The Study Information Centre (SIC) is located in building 'Spiegel' at the ground floor in room 112. If you have any questionsâ€¦,0,1,1700,1,0900,2,1700,2,0900,3,1700,3,0900,4,1700,4,0900,5,1700,5,0900,Monday: 09:00 - 17:00,Tuesday: 09:00 - 17:00,Wednesday: 09:00 - 17:00,Thursday: 09:00 - 17:00,Friday: 09:00 - 17:00,Saturday: Closed,poicategory:4093ABF808190FDB723996EF584A8B4E,,,,,,,,,,52.239413,6.849653,52.239993,6.850223,52.240075,6.849995,52.240211,6.850104,52.240205,6.849723,52.23993,6.849634,52.239911,6.84949,52.239781,6.84949,52.240193,6.848408,52.239991,6.848177,52.239413,6.849653,,,,,,,,,,,,,,,,,
2016-06-06T13:31:59.211Z,,,poicategory:ED5340BB14A2F25B367A91BB38668C26,"The archery field is aÂ longbow shooting range for
distances up to 90 meters.",52.245342,6.852089,52.245286,6.851993,poiobject:2B2A7DF6329BDC8450D4DFC7001BF4C0,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ibc/195ed7010369076d001b843904763b0b00a9483e020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i66/3736f5010369076d001b843904763b0b00a9483e020701c1da00da0080.jpg,15,0,Archery field,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,The archery field is aÂ longbow shooting range for distances up to 90 meters.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T12:45:21.380Z,,60,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,"The on-campus child care
centres â€˜De Vlinderâ€™ (0-4 years) and â€˜De Reuzenvlinderâ€™ (4-12 years) offer day
care and after school programmes for children of on-campus employees of
University of Twente. The childcare centres include many outdoor activities in
their daily routine as part of a â€˜play and move in natureâ€™ programme. A Green
Council focuses on increasing environmental awareness. Facilities include a
garden with a little patch of forest, as well as use of University of Twente's
open air theatre, swimming pool and sport facilities.",52.247076,6.851767,52.247149,6.851537,poiobject:E3CD9EFDE521416211CAA733A06E2F27,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i0a/9e55f801031658a200128fb702fe3b0b004bc871020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i3a/c6ae6301031658a200128fb702fe3b0b004bc871020701c1da00da0080.jpg,15,0,"Vlinder, day-care centre",true,true,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 07:18 - 18:18,07:18 - 18:18,Tuesday,Tuesday: 07:18 - 18:18,07:18 - 18:18,Wednesday,Wednesday: 07:18 - 18:18,07:18 - 18:18,Thursday,Thursday: 07:18 - 18:18,07:18 - 18:18,Friday,Friday: 07:18 - 18:18,07:18 - 18:18,Saturday,Saturday: Closed,Closed,Sunday: Closed,,The on-campus child care centres â€˜De Vlinderâ€™ (0-4 years) and â€˜De Reuzenvlinderâ€™ (4-12 years) offer day care and afterâ€¦,0,1,1830,1,0730,2,1830,2,0730,3,1830,3,0730,4,1830,4,0730,5,1830,5,0730,Monday: 07:18 - 18:18,Tuesday: 07:18 - 18:18,Wednesday: 07:18 - 18:18,Thursday: 07:18 - 18:18,Friday: 07:18 - 18:18,Saturday: Closed,poicategory:4093ABF808190FDB723996EF584A8B4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T20:49:00.373Z,,58,poicategory:4093ABF808190FDB723996EF584A8B4E,"Dental practice Huizinga,
www.tandartshuizinga.nl, is located at building the 'Sleutel' (no 58).",52.246139,6.853446,52.246116,6.853189,poiobject:EDB79FAA9BCDBB0D8AEA6F981C37317A,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i07/b813be01035058a200ad447c04fe3b0b0048336b020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ic7/787caf01035058a200ad447c04fe3b0b0048336b020701c1da00da0080.jpg,15,0,Dentist,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:ECE0F07D03CA3AEF71491B9F61C54518,"Dental practice Huizinga, www.tandartshuizinga.nl, is located at building the 'Sleutel' (no 58).",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06T13:47:01.408Z,,17,poicategory:639CD54910544DC76500CB1BFF45E772,"In Enschede you'll find the
flagship innovation campus 'Kennispark'. This innovation campus is home to over
380 innovative companies and as such it is the largest innovation campus in the
Netherlands. The Dutch government also recognizes 'Kennispark' as one of the
most important innovation campuses for the Dutch economy. 'Kennispark Twente'
was proclaimed Best Business Park in the Netherlands in 2013.",52.237649,6.85501,52.237221,6.854897,poiobject:588C338A5B0B5CF2CF4A50B697B24EF8,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i4d/446b1501032b59a200d912fe02fe3b0b008ec870020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i17/63680d01032b59a200d912fe02fe3b0b008ec870020701c1da00da0080.jpg,12,0,Kennispark Twente,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:FA72D2C27DDADA74A56E5C714176A006,In Enschede you'll find the flagship innovation campus 'Kennispark'. This innovation campus is home to over 380 innovativeâ€¦,0,,,,,,,,,,,,,,,,,,,,,,,,,,,poicategory:4093ABF808190FDB723996EF584A8B4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T19:26:26.797Z,,21,poicategory:9633E0C77CE5E08A89D02D1349309115,"The department of Engineering
Fluid Dynamics has access to various wind tunnels for aerodynamic and
aeroacoustic research. For more information please contact Prof. Kees Venner,
T: 053 489 2488.",52.237463,6.860203,52.237618,6.860649,poiobject:B669859DE0BCBB717C6A0FAAFFF6511A,http://campusapp.webhare-test.utsp.utwente.nl/.uc/if3/1b522901031359a20095d22004fe3b0b0030a266020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i1a/04d58701031359a20095d22004fe3b0b0030a266020701c1da00da0080.jpg,15,0,Supersonic Windtunnel,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:3C4A25C0310E988682272B6AA3EF29DF,The department of Engineering Fluid Dynamics has access to various wind tunnels for aerodynamic and aeroacoustic research. Forâ€¦,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T21:10:59.081Z,,,poicategory:8C20C7E8A2366A557E07479375389AD3,"The STORES is located in the
EducafÃ© in building 'Zilverling' at the campus of University of Twente and
offers electronics and parts. After entering the 'Zilverling' turn left to
enter the EducafÃ©. Then turn right and find the STORES at the second counter
(room no. E103).",52.239102,6.856232,52.239152,6.856504,poiobject:F2525EC233F94FD64EE225D8FAD512DC,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ie3/6da3f601037459a20071a48004fe3b0b00ecf875020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i86/da887601037459a20071a48004fe3b0b00ecf875020701c1da00da0080.jpg,15,0,Stores - for electronics and parts,true,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 12:18 - 13:18,12:18 - 13:18,Tuesday,Tuesday: 12:18 - 13:18,12:18 - 13:18,Wednesday,Wednesday: 12:18 - 13:18,12:18 - 13:18,Thursday,Thursday: 12:18 - 13:18,12:18 - 13:18,Friday,Friday: 12:18 - 13:18,12:18 - 13:18,Saturday,Saturday: Closed,Closed,Sunday: Closed,poiobject:88DA3C57E75C13E77A26AEC2C3CCB21E,The STORES is located in the EducafÃ© in building 'Zilverling' at the campus of University of Twente and offers electronics andâ€¦,0,1,1330,1,1230,2,1330,2,1230,3,1330,3,1230,4,1330,4,1230,5,1330,5,1230,Monday: 12:18 - 13:18,Tuesday: 12:18 - 13:18,Wednesday: 12:18 - 13:18,Thursday: 12:18 - 13:18,Friday: 12:18 - 13:18,Saturday: Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T12:37:26.863Z,,0,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,"The Education and Research
square is squeezed in between the 'Waaier', 'Zilverling', 'Ravelijn', 'Citadel',
'Langezijds' and the new Nanolab buildings. The multifunctional square is the
central meeting place for students and staff and is highly suitable for
large-scale events. The square has been given a complete makeover recently. New
paving and water gardens, bicycle sheds and cool red lounge sofas were
installed. Part of the square is covered by reflective coverings.<br/><br/><b>ArchitectureÂ by Lodewijk Baljon</b><b><br/></b>The University's E&amp;R centre is fairly compact; the buildings are close together, connected by pedestrian bridges. This urban-style proximity (an initiative of the master planner Jan Hoogstad) stands in contrast to the original campus design of large buildings in a green park.Â <br/>",52.238559,6.855758,52.238266,6.855772,poiobject:A36EF14D076D6FC644C8DA455BBD1118,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ia5/cc24250103165aa200b94dbe02fe3b0b00979262020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i57/aefc690103165aa200b94dbe02fe3b0b00979262020701c1da00da0080.jpg,15,0,Education and Research square,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,"The Education and Research square is squeezed in between the 'Waaier', 'Zilverling', 'Ravelijn', 'Citadel', 'Langezijds' and theâ€¦",21,,,,,,,,,,,,,,,,,,,,,,,,,,,poicategory:825CC92E50826F5150A85838C692D057,,,,,,,,,poicategory:9633E0C77CE5E08A89D02D1349309115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06T14:04:47.983Z,,48,poicategory:825CC92E50826F5150A85838C692D057,"Pre-U connects Dutch pupils in
high school to the University of Twente. To do this, Pre-U organizes various
activities for secondary school pupils, but it also offers various courses and
support for the further professionalization of teachers in secondary education.
Pre-U is located in the 'Bastille' building, room 109.",52.243082,6.851917,52.243401,6.852218,poiobject:F2AD2BACE92130B8A66C75D4E9DB4CF9,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i8c/9e0f2e0103105ca20096540e03fe3b0b00f4c059020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i9b/185cdd0103105ca20096540e03fe3b0b00f4c059020701c1da00da0080.jpg,15,0,Pre-U,true,true,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 09:00 - 17:00,09:00 - 17:00,Tuesday,Tuesday: 09:00 - 17:00,09:00 - 17:00,Wednesday,Wednesday: 09:00 - 17:00,09:00 - 17:00,Thursday,Thursday: 09:00 - 17:00,09:00 - 17:00,Friday,Friday: 09:00 - 17:00,09:00 - 17:00,Saturday,Saturday: Closed,Closed,Sunday: Closed,poiobject:B4892984C053836F8065EDDE188E184A,"Pre-U connects Dutch pupils in high school to the University of Twente. To do this, Pre-U organizes various activities forâ€¦",1,1,1700,1,0900,2,1700,2,0900,3,1700,3,0900,4,1700,4,0900,5,1700,5,0900,Monday: 09:00 - 17:00,Tuesday: 09:00 - 17:00,Wednesday: 09:00 - 17:00,Thursday: 09:00 - 17:00,Friday: 09:00 - 17:00,Saturday: Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-17T13:38:49.242Z,,,poicategory:ED5340BB14A2F25B367A91BB38668C26,"Bootcamp is the outdoor
fitness location adjacent to the running track. Access to Bootcamp University
of Twente is free for students and employees, as long as you bring your
Campuscard or Unioncard. You can use Bootcamp on your own or bring some
friends. No reservations required.Â ",52.243805,6.852025,52.243897,6.851912,poiobject:2EB0012654DBC7D9101567209ED71824,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ia0/9b1e8801035f076d002b2c2604763b0b00835c3f020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i3f/dc136201035f076d002b2c2604763b0b00835c3f020701c1da00da0080.jpg,15,0,Bootcamp station,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,Bootcamp is the outdoor fitness location adjacent to the running track. Access to Bootcamp University of Twente is free forâ€¦,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T12:27:48.786Z,,59,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,"The 'Mondriaan' complex
consists of fully equipped 1-, 2- and 3-room apartments intended for students
from abroad. All apartments have their own kitchen.",52.247406,6.852882,52.247421,6.852964,poiobject:F36137EC43F56CAAD50AA6902AF9539B,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i9b/b548ed0103b2036d0095d6f403763b0b00437f5c020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i82/c6e6f80103b2036d0095d6f403763b0b00437f5c020701c1da00da0080.jpg,15,0,Mondriaan,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,"The 'Mondriaan' complex consists of fully equipped 1-, 2- and 3-room apartments intended for students from abroad. Allâ€¦",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T12:00:08.579Z,,40,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,"Erve Holzik used to be owned
by a farmer. The last couple of years the Real Estate Group (VGD) of Â University of Twente was located here. Nowadays
the VGD does not exist anymore as it had been established as a temporary
organization for coordinating real estate development for a couple of years,
especially in the O&amp;O square area.",52.24104,6.860511,52.240933,6.860535,poiobject:84B4DE66323F4CC7D1DD7D442B936D58,http://campusapp.webhare-test.utsp.utwente.nl/.uc/if4/560c010103abff6c0033daf403723b0b00496091030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i3f/80f7d90103abff6c0033daf403723b0b00496091030701c1da00da0080.jpg,15,0,Erve Holzik,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,Erve Holzik used to be owned by a farmer. The last couple of years the Real Estate Group (VGD) of Â University of Twente wasâ€¦,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
